NO.,STATION,NAME,DATE,AWND(avg wind speed),PRCP(precipitation),SNOW(snowfall),TAVG(temprature avg),WDF2,WSF2,WT01,WT02,WT03,WT04,WT05,WT06,WT08,WT09,WT13,WT14,WT15,WT16,WT17,WT18,WT19,WT22,YYYY,Date,Var.28,Tm,home,Opp,W/L,R,RA,Inn,W-L,Rank,GB,Win,Loss,Save,Time,D/N,Attendance,Streak,Orig. Scheduled
221,USW00014739,"BOSTON, MA US",4/25/13,10.74,0.03,0,56,310,25.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Apr 25,2013",boxscore,BOS,,HOU,W,7,2,,15-7,1,up 2.0,Buchholz,Humber,,02:59,N,30093,++,
23,USW00014739,"BOSTON, MA US",4/26/13,10.07,0,0,49,70,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Apr 26,2013",boxscore,BOS,,HOU,W,7,3,,16-7,1,up 2.0,Dempster,Bedard,,03:49,N,29312,+++,
241,USW00014739,"BOSTON, MA US",4/27/13,7.38,0,0,49,120,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Apr 27,2013",boxscore,BOS,,HOU,W,8,4,,17-7,1,up 2.0,Doubront,Peacock,,03:40,N,34726,++++,
251,USW00014739,"BOSTON, MA US",4/28/13,9.84,0,0,53,110,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Apr 28,2013",boxscore,BOS,,HOU,W,6,1,,18-7,1,up 2.5,Lackey,Norris,,02:56,D,36527,+++++,
331,USW00014739,"BOSTON, MA US",5/6/13,6.93,0,0,47,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, May 6,2013",boxscore,BOS,,MIN,W-wo,6,5,11,21-11,1,up 2.0,Mortensen,Burton,,04:44,N,31088,+,
341,USW00014739,"BOSTON, MA US",5/7/13,9.4,0,0,57,90,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, May 7,2013",boxscore,BOS,,MIN,L,1,6,,21-12,1,up 1.0,Diamond,Dempster,,03:01,N,30549,-,
351,USW00014739,"BOSTON, MA US",5/8/13,10.96,0.37,0,59,110,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, May 8,2013",boxscore,BOS,,MIN,L,8,15,,21-13,1,Tied,Pressly,Webster,,03:42,N,29969,--,
361,USW00014739,"BOSTON, MA US",5/9/13,4.92,0.61,0,55,70,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, May 9,2013",boxscore,BOS,,MIN,L,3,5,,21-14,1,Tied,Correia,Lackey,Perkins,03:04,N,31571,---,
371,USW00014739,"BOSTON, MA US",5/10/13,6.71,0.06,0,60,110,16.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, May 10,2013",boxscore,BOS,,TOR,W,5,0,,22-14,1,Tied,Lester,Ortiz,,02:46,N,33606,+,
381,USW00014739,"BOSTON, MA US",5/11/13,12.08,0.02,0,64,200,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, May 11,2013",boxscore,BOS,,TOR,L,2,3,,22-15,2,1,Oliver,Tazawa,Janssen,02:42,D,36543,-,
391,USW00014739,"BOSTON, MA US",5/12/13,10.74,0.04,0,63,290,25.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, May 12,2013",boxscore,BOS,,TOR,L,4,12,,22-16,3,2,Jenkins,Dempster,,03:13,D,35532,--,
491,USW00014739,"BOSTON, MA US",5/23/13,10.29,0.05,0,61,210,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, May 23,2013",boxscore,BOS,,CLE,L,3,12,,28-20,2,1,McAllister,Dempster,Barnes,03:34,N,35254,-,
501,USW00014739,"BOSTON, MA US",5/24/13,9.84,0.57,0,66,330,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, May 24,2013",boxscore,BOS,,CLE,W,8,1,,29-20,2,1,Lackey,Masterson,,02:55,N,34074,+,
511,USW00014739,"BOSTON, MA US",5/25/13,14.09,0.34,0,51,290,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, May 25,2013",boxscore,BOS,,CLE,W,7,4,,30-20,2,1,Tazawa,Pestano,Bailey,03:24,D,36504,++,
521,USW00014739,"BOSTON, MA US",5/26/13,15.88,0.05,0,48,300,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, May 26,2013",boxscore,BOS,,CLE,W-wo,6,5,,31-20,1,Tied,Breslow,Perez,,03:19,D,37046,+++,
53,USW00014739,"BOSTON, MA US",5/27/13,9.84,0,0,58,330,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, May 27,2013",boxscore,BOS,,PHI,W,9,3,,32-20,1,up 1.0,Aceves,Cloyd,,03:26,N,33627,++++,
541,USW00014739,"BOSTON, MA US",5/28/13,6.71,0,0,59,80,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, May 28,2013",boxscore,BOS,,PHI,L,1,3,,32-21,1,up 1.0,Lee,Dempster,Papelbon,02:30,N,33463,-,
611,USW00014739,"BOSTON, MA US",6/4/13,12.08,0,0,65,290,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jun 4,2013",boxscore,BOS,,TEX,W,17,5,,36-23,1,up 2.5,Dempster,Grimm,,03:10,N,32035,+++,
621,USW00014739,"BOSTON, MA US",6/5/13,8.72,0,0,65,110,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Jun 5,2013",boxscore,BOS,,TEX,L,2,3,,36-24,1,up 1.5,Cotts,Breslow,Nathan,03:17,N,33296,-,
631,USW00014739,"BOSTON, MA US",6/6/13,9.17,0.02,0,64,120,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Jun 6,2013",boxscore,BOS,,TEX,W-wo,6,3,,37-24,1,up 1.5,Bailey,Kirkman,,03:21,N,35352,+,
641,USW00014739,"BOSTON, MA US",6/8/13,12.08,0.54,0,62,270,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Jun 8 (1),2013",boxscore,BOS,,LAA,L,5,9,,37-25,1,up 1.5,Hanson,Doubront,Frieri,04:00,D,34499,-,
651,USW00014739,"BOSTON, MA US",6/8/13,12.08,0.54,0,62,270,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Jun 8 (2),2013",boxscore,BOS,,LAA,W,7,2,,38-25,1,up 1.5,Buchholz,Wilson,,03:25,N,36518,+,2013-06-07 (Rain)
661,USW00014739,"BOSTON, MA US",6/9/13,8.95,0,0,71,260,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Jun 9,2013",boxscore,BOS,,LAA,W,10,5,,39-25,1,up 1.5,Dempster,Blanton,,03:33,D,37054,++,
741,USW00014739,"BOSTON, MA US",6/18/13,6.93,0.63,0,65,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jun 18 (1),2013",boxscore,BOS,,TBR,W,5,1,,43-29,1,up 2.5,Aceves,Archer,,03:10,D,33430,+,
751,USW00014739,"BOSTON, MA US",6/18/13,6.93,0.63,0,65,30,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jun 18 (2),2013",boxscore,BOS,,TBR,W-wo,3,1,,44-29,1,up 2.5,Bailey,Peralta,,02:27,N,32156,++,2013-04-12 (Rain)
761,USW00014739,"BOSTON, MA US",6/19/13,10.07,0,0,63,90,16.1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Jun 19,2013",boxscore,BOS,,TBR,L,2,6,,44-30,1,up 1.5,Hellickson,Dempster,,03:21,N,35710,-,
81,USW00014739,"BOSTON, MA US",6/25/13,11.86,0,0,81,230,23,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jun 25,2013",boxscore,BOS,,COL,W,11,4,,46-33,1,up 2.5,Dempster,Nicasio,,03:40,N,36286,+,
821,USW00014739,"BOSTON, MA US",6/26/13,6.93,0.04,0,77,30,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Jun 26,2013",boxscore,BOS,,COL,W,5,3,,47-33,1,up 3.5,Lackey,Oswalt,Uehara,02:36,D,34632,++,
831,USW00014739,"BOSTON, MA US",6/27/13,7.16,0.03,0,65,50,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Jun 27,2013",boxscore,BOS,,TOR,W,7,4,,48-33,1,up 3.5,Lester,Wang,Uehara,02:34,N,34750,+++,
841,USW00014739,"BOSTON, MA US",6/28/13,13.42,0.45,0,69,190,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Jun 28,2013",boxscore,BOS,,TOR,W,7,5,,49-33,1,up 3.5,Miller,Wagner,Uehara,03:22,N,36383,++++,
851,USW00014739,"BOSTON, MA US",6/29/13,12.3,0.07,0,74,190,21.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Jun 29,2013",boxscore,BOS,,TOR,L,2,6,,49-34,1,up 2.5,Delabar,Tazawa,,03:05,D,37437,-,
861,USW00014739,"BOSTON, MA US",6/30/13,10.29,0.11,0,75,200,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Jun 30,2013",boxscore,BOS,,TOR,W-wo,5,4,,50-34,1,up 2.5,Uehara,Perez,,03:10,D,37425,+,
881,USW00014739,"BOSTON, MA US",7/2/13,8.5,0,0,74,70,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jul 2,2013",boxscore,BOS,,SDP,W,4,1,,51-34,1,up 3.5,Lackey,Erlin,Uehara,02:48,N,36498,++,
891,USW00014739,"BOSTON, MA US",7/3/13,12.3,0,0,73,240,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Jul 3,2013",boxscore,BOS,,SDP,W-wo,2,1,,52-34,1,up 3.5,Uehara,Gregerson,,03:05,N,36911,+++,
901,USW00014739,"BOSTON, MA US",7/4/13,12.08,0,0,83,240,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Jul 4,2013",boxscore,BOS,,SDP,W,8,2,,53-34,1,up 4.5,Webster,Stults,,03:21,D,37607,++++,
1011,USW00014739,"BOSTON, MA US",7/19/13,14.99,0,0,87,230,25.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Jul 19,2013",boxscore,BOS,,NYY,W,4,2,,59-39,1,up 2.5,Doubront,Pettitte,Uehara,02:55,N,38130,+,
1021,USW00014739,"BOSTON, MA US",7/20/13,12.75,0,0,88,250,23,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2013,"Saturday, Jul 20,2013",boxscore,BOS,,NYY,L,2,5,,59-40,1,up 1.5,Kuroda,Lackey,Rivera,03:12,D,37601,-,
1031,USW00014739,"BOSTON, MA US",7/21/13,8.95,0.01,0,77,100,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Jul 21,2013",boxscore,BOS,,NYY,W-wo,8,7,11,60-40,1,up 1.5,Beato,Warren,,04:46,N,38138,+,
1041,USW00014739,"BOSTON, MA US",7/22/13,7.38,0,0,72,80,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, Jul 22,2013",boxscore,BOS,,TBR,L,0,3,,60-41,1,up 0.5,Moore,Workman,,02:52,N,35016,-,
1051,USW00014739,"BOSTON, MA US",7/23/13,6.04,1.76,0,71,190,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jul 23,2013",boxscore,BOS,,TBR,W,6,2,,61-41,1,up 1.5,Lester,Hernandez,,03:06,N,34609,+,
1061,USW00014739,"BOSTON, MA US",7/24/13,8.5,0,0,78,360,18.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Jul 24,2013",boxscore,BOS,,TBR,L,1,5,,61-42,1,up 0.5,Price,Doubront,,03:00,N,36514,-,
1101,USW00014739,"BOSTON, MA US",7/29/13,6.71,0.33,0,71,120,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, Jul 29,2013",boxscore,BOS,,TBR,L,1,2,,63-44,2,0.5,Price,Doubront,Rodney,03:21,N,37242,-,2013-07-25 (Rain)
1111,USW00014739,"BOSTON, MA US",7/30/13,8.5,0,0,74,280,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Jul 30,2013",boxscore,BOS,,SEA,W,8,2,,64-44,2,0.5,Workman,Saunders,,02:44,N,34578,+,
1121,USW00014739,"BOSTON, MA US",7/31/13,8.05,0,0,74,110,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Jul 31,2013",boxscore,BOS,,SEA,W-wo,5,4,15,65-44,1,up 0.5,Britton,Luetge,,05:03,N,35059,++,
1141,USW00014739,"BOSTON, MA US",8/1/13,9.62,0,0,73,220,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Aug 1,2013",boxscore,BOS,,SEA,W-wo,8,7,,66-44,1,up 1.0,Wright,Perez,,03:17,N,35886,+++,
1151,USW00014739,"BOSTON, MA US",8/2/13,8.28,0.13,0,73,260,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Aug 2,2013",boxscore,BOS,,ARI,L,6,7,,66-45,1,up 1.0,Delgado,Beato,Ziegler,03:32,N,37652,-,
1161,USW00014739,"BOSTON, MA US",8/3/13,11.86,0,0,74,230,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Aug 3,2013",boxscore,BOS,,ARI,W,5,2,,67-45,1,up 1.0,Peavy,Corbin,Uehara,03:02,N,37941,+,
1171,USW00014739,"BOSTON, MA US",8/4/13,9.17,0,0,73,330,25.9,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Aug 4,2013",boxscore,BOS,,ARI,W,4,0,,68-45,1,up 1.0,Doubront,McCarthy,,03:16,D,37611,++,
1281,USW00014739,"BOSTON, MA US",8/16/13,8.5,0,0,71,280,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Aug 16,2013",boxscore,BOS,,NYY,L,3,10,,72-52,1,up 1.0,Pettitte,Doubront,,03:31,N,38143,---,
1291,USW00014739,"BOSTON, MA US",8/17/13,7.38,0,0,69,100,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Aug 17,2013",boxscore,BOS,,NYY,W,6,1,,73-52,1,up 2.0,Lackey,Kuroda,,03:26,D,37517,+,
1301,USW00014739,"BOSTON, MA US",8/18/13,6.26,0,0,70,230,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Aug 18,2013",boxscore,BOS,,NYY,L,6,9,,73-53,1,up 1.0,Sabathia,Dempster,Rivera,04:12,N,37917,-,
1371,USW00014739,"BOSTON, MA US",8/27/13,4.92,0.01,0,72,80,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Aug 27,2013",boxscore,BOS,,BAL,W,13,2,,78-55,1,up 2.5,Doubront,Chen,,02:59,N,36226,+++,
138,USW00014739,"BOSTON, MA US",8/28/13,5.82,0,0,66,50,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Aug 28,2013",boxscore,BOS,,BAL,W,4,3,,79-55,1,up 2.5,Breslow,Hunter,Uehara,03:00,N,31962,++++,
1391,USW00014739,"BOSTON, MA US",8/29/13,9.62,0,0,64,30,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Aug 29,2013",boxscore,BOS,,BAL,L,2,3,,79-56,1,up 2.5,Tillman,Lester,Johnson,03:20,N,33300,-,
1401,USW00014739,"BOSTON, MA US",8/30/13,8.5,0,0,70,220,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Aug 30,2013",boxscore,BOS,,CHW,W,4,3,,80-56,1,up 3.5,Dempster,Santiago,Uehara,03:09,N,36063,+,
1411,USW00014739,"BOSTON, MA US",8/31/13,9.84,0,0,75,220,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Aug 31,2013",boxscore,BOS,,CHW,W,7,2,,81-56,1,up 4.5,Peavy,Danks,,03:11,N,37363,++,
1431,USW00014739,"BOSTON, MA US",9/1/13,8.5,0.38,0,73,230,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Sep 1,2013",boxscore,BOS,,CHW,W,7,6,,82-56,1,up 5.5,Workman,Rienzo,Uehara,03:39,D,37053,+++,
1441,USW00014739,"BOSTON, MA US",9/2/13,7.16,0.38,0,73,210,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Monday, Sep 2,2013",boxscore,BOS,,DET,L,0,3,,82-57,1,up 5.5,Fister,Lackey,Veras,02:59,D,36188,-,
1451,USW00014739,"BOSTON, MA US",9/3/13,8.28,0,0,75,220,21,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Sep 3,2013",boxscore,BOS,,DET,W,2,1,,83-57,1,up 5.5,Lester,Scherzer,Uehara,02:56,N,32071,+,
1461,USW00014739,"BOSTON, MA US",9/4/13,10.96,0,0,72,230,18.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Sep 4,2013",boxscore,BOS,,DET,W,20,4,,84-57,1,up 5.5,Dempster,Porcello,,03:33,N,33720,++,
1541,USW00014739,"BOSTON, MA US",9/13/13,6.71,0.39,0,70,320,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Sep 13,2013",boxscore,BOS,,NYY,W,8,4,,90-59,1,up 8.5,Workman,Kuroda,,03:06,N,37542,+,
1551,USW00014739,"BOSTON, MA US",9/14/13,9.84,0,0,63,320,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Sep 14,2013",boxscore,BOS,,NYY,W,5,1,,91-59,1,up 8.5,Lester,Sabathia,,02:43,D,37510,++,
1561,USW00014739,"BOSTON, MA US",9/15/13,8.5,0,0,63,240,16.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Sep 15,2013",boxscore,BOS,,NYY,W,9,2,,92-59,1,up 9.5,Buchholz,Nova,,03:13,N,37137,+++,
1571,USW00014739,"BOSTON, MA US",9/17/13,8.05,0,0,53,40,19.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Tuesday, Sep 17,2013",boxscore,BOS,,BAL,L,2,3,,92-60,1,up 9.0,Hunter,Uehara,Johnson,03:08,N,35030,-,
1581,USW00014739,"BOSTON, MA US",9/18/13,7.83,0,0,62,240,14.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Wednesday, Sep 18,2013",boxscore,BOS,,BAL,L,3,5,12,92-61,1,up 8.0,McFarland,Morales,Johnson,04:01,N,38540,--,
1591,USW00014739,"BOSTON, MA US",9/19/13,5.37,0,0,63,240,8.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Thursday, Sep 19,2013",boxscore,BOS,,BAL,W,3,1,,93-61,1,up 9.0,Lackey,Tillman,,02:18,N,36436,+,
1601,USW00014739,"BOSTON, MA US",9/20/13,5.37,0,0,63,90,12.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Friday, Sep 20,2013",boxscore,BOS,,TOR,W,6,3,,94-61,1,up 9.0,Lester,Rogers,Uehara,03:26,N,37215,++,
1611,USW00014739,"BOSTON, MA US",9/21/13,12.53,0,0,65,200,25.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Saturday, Sep 21,2013",boxscore,BOS,,TOR,L,2,4,,94-62,1,up 8.0,Buehrle,Buchholz,Janssen,03:07,N,37569,-,
1621,USW00014739,"BOSTON, MA US",9/22/13,13.2,0.37,0,68,230,25.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013,"Sunday, Sep 22,2013",boxscore,BOS,,TOR,W,5,2,,95-62,1,up 8.0,Doubront,Dickey,Uehara,02:13,D,37020,+,
512,USW00014739,"BOSTON, MA US",4/4/14,11.18,0.26,0,40,110,19.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Friday, Apr 4,2014",boxscore,BOS,,MIL,L,2,6,,2-Feb,2,0.5,Kintzler,Mujica,,03:19,D,36728,-,
612,USW00014739,"BOSTON, MA US",4/5/14,13.42,0.23,0,43,290,25.9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Saturday, Apr 5,2014",boxscore,BOS,,MIL,L,6,7,11,3-Feb,3,1.5,Thornburg,Badenhop,Rodriguez,04:23,N,35729,--,
712,USW00014739,"BOSTON, MA US",4/6/14,8.72,0,0,44,270,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Sunday, Apr 6,2014",boxscore,BOS,,MIL,L,0,4,,4-Feb,4,1.5,Gallardo,Lester,,02:57,D,35958,---,
811,USW00014739,"BOSTON, MA US",4/7/14,7.61,0.04,0,49,180,17,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Monday, Apr 7,2014",boxscore,BOS,,TEX,W,5,1,,4-Mar,3,1,Lackey,Scheppers,,03:07,N,35842,+,
912,USW00014739,"BOSTON, MA US",4/8/14,13.42,0.67,0,52,280,29.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Tuesday, Apr 8,2014",boxscore,BOS,,TEX,L,7,10,,5-Mar,4,1.5,Perez,Doubront,,03:11,N,34142,-,
1012,USW00014739,"BOSTON, MA US",4/9/14,13.2,0,0,50,320,23.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Wednesday, Apr 9,2014",boxscore,BOS,,TEX,W,4,2,,5-Apr,3,1,Miller,Ogando,Uehara,02:57,D,33585,+,
182,USW00014739,"BOSTON, MA US",4/18/14,8.72,0,0,37,70,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Friday, Apr 18,2014",boxscore,BOS,,BAL,L,4,8,,10-Jul,5,3,Tillman,Lackey,O'Day,03:26,N,36408,-,
192,USW00014739,"BOSTON, MA US",4/19/14,12.08,0,0,48,340,21.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014,"Saturday, Apr 19,2014",boxscore,BOS,,BAL,W,4,2,,10-Aug,5,2,Tazawa,Norris,Uehara,02:47,D,37689,+,
